
Netlist successfully made
Time taken to backtrack (very imp) 0.000257376seconds by thread number 2
Time taken to reroute 1.7103e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 3.3606e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 7.1281e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.1862e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.6571e-05seconds by thread number 3
Maze routing a batch 
Time taken to rip nets 4.71e-07seconds by thread number 0
Time taken to rip nets 6.41e-07seconds by thread number 4
Time taken to rip nets 5.11e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 6.21e-07seconds by thread number 3
Time taken to rip nets 7.41e-07seconds by thread number 5
Time taken to rip nets 7.01e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.0001352561957.22seconds by thread number Time taken to backtrack under #pragma omp single 1957.22seconds by thread number 1
seconds by thread number 03
1957.22seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.22seconds by thread number Time taken to backtrack under #pragma omp single 1957.224
seconds by thread number 5

Time taken to backtrack (very imp) 0.00028474seconds by thread number 4
Time taken to backtrack (very imp) 0.000301002seconds by thread number 0
Time taken to backtrack (very imp) 0.000266675seconds by thread number 2
Time taken to backtrack (very imp) 0.000184914seconds by thread number 3
Time taken to backtrack (very imp) 0.000165987seconds by thread number 1
Time taken to backtrack (very imp) 0.000199913seconds by thread number 5
Time taken to reroute 3.4799e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 1.539e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.41e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 6.9266e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 8.6259e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.2483e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 5.21e-07seconds by thread number 3
Time taken to rip nets 7.61e-07seconds by thread number 1
Time taken to rip nets 5.71e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 8.22e-07seconds by thread number 0
Time taken to rip nets 8.32e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 0
Time taken to rip nets 6.71e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.22seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.22seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.22Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single seconds by thread number 4
0.000136348seconds by thread number 3
1957.22seconds by thread number 1
1957.22seconds by thread number 2
Time taken to backtrack (very imp) 0.000291252seconds by thread number 3
Time taken to backtrack (very imp) 0.000272236seconds by thread number 1
Time taken to backtrack (very imp) 0.000256825seconds by thread number 5
Time taken to backtrack (very imp) 0.000155316seconds by thread number 2
Time taken to backtrack (very imp) 0.000171868seconds by thread number 4
Time taken to backtrack (very imp) 0.000205474seconds by thread number 0
Time taken to reroute 1.8487e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 3.6362e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 5.01e-07seconds by thread number 0
Maze routing a batch 
Time taken to reroute 7.0679e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 5.5279e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 9.1881e-05seconds by thread number 3
Maze routing a batch 
Time taken to rip nets 7.01e-07seconds by thread number 4
Time taken to rip nets 7.91e-07seconds by thread number 0
Time taken to rip nets 7.01e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.10001e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 7.91e-07seconds by thread number 3
Time taken to rip nets 8.31e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to rip nets 8.51e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.22seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.22seconds by thread number 0Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 
1957.22seconds by thread number 10.0001364481957.221957.22
seconds by thread number 2
seconds by thread number 5
seconds by thread number 4
Time taken to backtrack (very imp) 0.000282606seconds by thread number 0
Time taken to backtrack (very imp) 0.000265833seconds by thread number 2
Time taken to backtrack (very imp) 0.000299258seconds by thread number 4
Time taken to backtrack (very imp) 0.000163seconds by thread number 5
Time taken to backtrack (very imp) 0.00019313seconds by thread number 1
Time taken to backtrack (very imp) 0.000212448seconds by thread number 3
Time taken to reroute 3.5329e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 1.55e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 3
Maze routing a batch 
Time taken to reroute 7.629e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 5.9988e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 9.2702e-05seconds by thread number 0
Maze routing a batch 
Time taken to rip nets 6.12e-07seconds by thread number 5
Time taken to rip nets 6.01e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to rip nets 7.81e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.99998e-08seconds by thread number 1
Time taken to rip nets 9.12e-07seconds by thread number 4
Time taken to rip nets 9.22e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 4
Time taken to rip nets 7.82e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.22seconds by thread number 2
Time taken to backtrack under #pragma omp single 0.000155226seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.22Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.221957.22seconds by thread number 3
seconds by thread number 4
seconds by thread number 0
1957.22seconds by thread number 1
Time taken to backtrack (very imp) 0.000307825seconds by thread number 5
Time taken to backtrack (very imp) 0.00025434seconds by thread number 1
Time taken to backtrack (very imp) 0.000292615seconds by thread number 3
Time taken to backtrack (very imp) 0.000152981seconds by thread number 0
Time taken to backtrack (very imp) 0.000202247seconds by thread number 4
Time taken to backtrack (very imp) 0.000169262seconds by thread number 2
Time taken to reroute 3.3706e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 1.7063e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 5.2663e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 6.8043e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.7522e-05seconds by thread number 5
Maze routing a batch 
Time taken to rip nets 7.22e-07seconds by thread number 2
Time taken to rip nets 7.82e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 4.21e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to rip nets 9.12e-07seconds by thread number 1
Time taken to rip nets 8.42e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to rip nets 1.042e-06seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.23Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 0
Time taken to backtrack under #pragma omp single 0.000151849seconds by thread number 2
seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 3
Time taken to backtrack (very imp) 0.000169052seconds by thread number 5
Time taken to backtrack (very imp) 0.000199152seconds by thread number 1
Time taken to backtrack (very imp) 0.000154173seconds by thread number 3
Time taken to backtrack (very imp) 0.000305811seconds by thread number 2
Time taken to backtrack (very imp) 0.000255412seconds by thread number 0
Time taken to backtrack (very imp) 0.000272826seconds by thread number 4
Time taken to reroute 1.6853e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 4.61e-07seconds by thread number 4
Maze routing a batch 
Time taken to reroute 3.3676e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 5.3285e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 8.7782e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 6.8515e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 7.61e-07seconds by thread number 4
Time taken to rip nets 4.61e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to rip nets 7.81e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 9.52e-07seconds by thread number 1
Time taken to rip nets 1.052e-06seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to rip nets 8.62e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 3
Time taken to backtrack under #pragma omp single 0.000151157seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 0
seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
Time taken to backtrack (very imp) 0.000262787seconds by thread number 0
Time taken to backtrack (very imp) 0.000246655seconds by thread number 2
Time taken to backtrack (very imp) 0.000296303seconds by thread number 4
Time taken to backtrack (very imp) 0.000145536seconds by thread number 5
Time taken to backtrack (very imp) 0.000175926seconds by thread number 3
Time taken to backtrack (very imp) 0.000190935seconds by thread number 1
Time taken to reroute 1.9599e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.4679e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.71e-07seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.5759e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.2153e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 6.8675e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 7.41e-07seconds by thread number 3
Time taken to rip nets 7.31e-07seconds by thread number 5
Time taken to rip nets 9.42e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to rip nets 9.92e-07seconds by thread number 0
Time taken to rip nets 8.12e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to rip nets 9.42e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.23Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.000144364seconds by thread number 3
1957.23seconds by thread number 2
seconds by thread number 51957.23seconds by thread number 11957.23seconds by thread number 4


Time taken to backtrack (very imp) 0.000288628seconds by thread number 5
Time taken to backtrack (very imp) 0.000303827seconds by thread number 3
Time taken to backtrack (very imp) 0.000269681seconds by thread number 1
Time taken to backtrack (very imp) 0.000217978seconds by thread number 0
Time taken to backtrack (very imp) 0.000201386seconds by thread number 2
Time taken to backtrack (very imp) 0.000159784seconds by thread number 4
Time taken to reroute 3.3767e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 4.71e-07seconds by thread number 4
Maze routing a batch 
Time taken to reroute 1.7064e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 8.7342e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 7.1871e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 5.2273e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 7.71e-07seconds by thread number 4
Time taken to rip nets 8.42e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to rip nets 8.41e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 1.042e-06seconds by thread number 1
Time taken to rip nets 1.062e-06seconds by thread number 5
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 1
Time taken to rip nets 9.22e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
Time taken to backtrack under #pragma omp single 0.000150636Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
1957.23seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1957.23seconds by thread number 4
seconds by thread number 5
3
Time taken to backtrack (very imp) 0.000182378seconds by thread number 5
Time taken to backtrack (very imp) 0.000212908seconds by thread number 1
Time taken to backtrack (very imp) 0.0001675seconds by thread number 3
Time taken to backtrack (very imp) 0.000284871seconds by thread number 0
Time taken to backtrack (very imp) 0.000317906seconds by thread number 4
Time taken to backtrack (very imp) 0.000268699seconds by thread number 2
Time taken to reroute 3.4157e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 4.71e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 1.7685e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.2964e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 6.8585e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.8223e-05seconds by thread number 5
Maze routing a batch 
Time taken to rip nets 5.61e-07seconds by thread number 2
Time taken to rip nets 6.21e-07seconds by thread number 0
Time taken to rip nets 7.22e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 8.52e-07seconds by thread number 3
Time taken to rip nets 8.52e-07seconds by thread number 1
Time taken to rip nets 7.32e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
Time taken to backtrack under #pragma omp single 0.000151448seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.23Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
seconds by thread number 5
Time taken to backtrack (very imp) 0.000174533seconds by thread number 3
Time taken to backtrack (very imp) 0.000159594seconds by thread number 5
Time taken to backtrack (very imp) 0.000190144seconds by thread number 1
Time taken to backtrack (very imp) 0.000267766seconds by thread number 2
Time taken to backtrack (very imp) 0.000293387seconds by thread number 4
Time taken to backtrack (very imp) 0.000310772seconds by thread number 0
Time taken to reroute 3.3957e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 1.7044e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.2293e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 7.1851e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 8.7142e-05seconds by thread number 3
Maze routing a batch 
Time taken to rip nets 6.91e-07seconds by thread number 2
Time taken to rip nets 5.01e-07seconds by thread number 0
Time taken to rip nets 7.31e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to rip nets 8.51e-07seconds by thread number 3
Time taken to rip nets 1.022e-06seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.10001e-08seconds by thread number 3
Time taken to rip nets 9.52e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.10001e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.99998e-08seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.000133693seconds by thread number 05

1957.23seconds by thread number 1
Time taken to backtrack (very imp) 0.000212698seconds by thread number 3
Time taken to backtrack (very imp) 0.000178221seconds by thread number 5
Time taken to backtrack (very imp) 0.000159593seconds by thread number 1
Time taken to backtrack (very imp) 0.000292946seconds by thread number 0
Time taken to backtrack (very imp) 0.000260332seconds by thread number 4
Time taken to backtrack (very imp) 0.000276644seconds by thread number 2
Time taken to reroute 3.3466e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 1.6903e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 5.2553e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 7.1961e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 8.7352e-05seconds by thread number 3
Maze routing a batch 
Time taken to rip nets 6.91e-07seconds by thread number 4
Time taken to rip nets 6.32e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to rip nets 7.11e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to rip nets 9.82e-07seconds by thread number 5
Time taken to rip nets 8.11e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 9.82e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.000151298seconds by thread number 4
1957.23seconds by thread number Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 5
1957.23seconds by thread number 0
1957.23seconds by thread number 2
3
1957.23seconds by thread number 1
Time taken to backtrack (very imp) 0.000207408seconds by thread number 5
Time taken to backtrack (very imp) 0.000153872seconds by thread number 1
Time taken to backtrack (very imp) 0.00017257seconds by thread number 3
Time taken to backtrack (very imp) 0.000272335seconds by thread number 0
Time taken to backtrack (very imp) 0.000255743seconds by thread number 2
Time taken to backtrack (very imp) 0.000304809seconds by thread number 4
Time taken to reroute 1.6512e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 3.2814e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 4.61e-07seconds by thread number 4
Maze routing a batch 
Time taken to reroute 8.616e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.133e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 6.6801e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 8.41e-07seconds by thread number 5
Time taken to rip nets 7.12e-07seconds by thread number 3
Time taken to rip nets 8.42e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.09999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to rip nets 8.82e-07seconds by thread number 4
Time taken to rip nets 8.32e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to rip nets 9.12e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 0
Time taken to backtrack under #pragma omp single 0.000137029seconds by thread number 5
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
1957.23seconds by thread number 3
Time taken to backtrack (very imp) 0.000167339seconds by thread number 0
Time taken to backtrack (very imp) 0.000200134seconds by thread number 4
Time taken to backtrack (very imp) 0.000150936seconds by thread number 2
Time taken to backtrack (very imp) 0.000253498seconds by thread number 1
Time taken to backtrack (very imp) 0.000272576seconds by thread number 3
Time taken to backtrack (very imp) 0.000287726seconds by thread number 5
Time taken to reroute 1.5832e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 5.31e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 3.0981e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.7192e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 7.0499e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.3145e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 5.11e-07seconds by thread number 5
Time taken to rip nets 5.42e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 5.51e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to rip nets 6.81e-07seconds by thread number 2
Time taken to rip nets 7.91e-07seconds by thread number 0
Time taken to rip nets 8.21e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.23Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
seconds by thread number 2
0.000150245seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 4
Time taken to backtrack (very imp) 0.000189212seconds by thread number 0
Time taken to backtrack (very imp) 0.000156668seconds by thread number 4
Time taken to backtrack (very imp) 0.00017312seconds by thread number 2
Time taken to backtrack (very imp) 0.000257256seconds by thread number 3
Time taken to backtrack (very imp) 0.000272386seconds by thread number 1
Time taken to backtrack (very imp) 0.000306843seconds by thread number 5
Time taken to reroute 3.4788e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 4.9e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 1.535e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.678e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 7.0328e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.2563e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 5.71e-07seconds by thread number 3
Time taken to rip nets 6.22e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 5.71e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 1
Time taken to rip nets 7.51e-07seconds by thread number 0
Time taken to rip nets 6.91e-07seconds by thread number 2
Time taken to rip nets 8.62e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
Time taken to backtrack under #pragma omp single 0.000156678seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 4
Time taken to backtrack (very imp) 0.000183861seconds by thread number 0
Time taken to backtrack (very imp) 0.000151138seconds by thread number 4
Time taken to backtrack (very imp) 0.000167359seconds by thread number 2
Time taken to backtrack (very imp) 0.000252827seconds by thread number 1
Time taken to backtrack (very imp) 0.000307625seconds by thread number 3
Time taken to backtrack (very imp) 0.000292415seconds by thread number 5
Time taken to reroute 1.532e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.038e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.4e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 8.6119e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.2413e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 6.8595e-05seconds by thread number 4
Maze routing a batch 
Time taken to rip nets 5.51e-07seconds by thread number 3
Time taken to rip nets 7.61e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to rip nets 5.41e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 7.91e-07seconds by thread number 2
Time taken to rip nets 6.71e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to rip nets 6.91e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 2
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.23seconds by thread number 1
